text,sentiment
Couldn't ask for a more satisfying meal.,1
The food is good.,1
It was awesome.,1
We made the drive all the way from North Scottsdale... and I was not one bit disappointed!,1
An absolute must visit!,1
The cow tongue and cheek tacos are amazing.,1
They really want to make your experience a good one.,1
The grilled chicken was so tender and yellow from the saffron seasoning.,1
Pretty awesome place.,1
Ambience is perfect.,1
"The staff is always super friendly and helpful, which is especially cool when you bring two small boys and a baby!",1
Four stars for the food & the guy in the blue shirt for his great vibe & still letting us in to eat !,1
The roast beef sandwich tasted really good!,1
High-quality chicken on the chicken Caesar salad.,1
We were promptly greeted and seated.,1
"I was proven dead wrong by this sushi bar, not only because the quality is great, but the service is fast and the food, impeccable.",1
This is a good joint.,1
The Macarons here are insanely good.,1
"Our waiter was very attentive, friendly, and informative.",1
Great food.,1
Great place to relax and have an awesome burger and beer.,1
It is PERFECT for a sit-down family meal or get together with a few friends.,1
The patio seating was very comfortable.,1
Hands down my favorite Italian restaurant!,1
"That just SCREAMS ""LEGIT"" in my book...somethat's also pretty rare here in Vegas.",1
It was just not a fun experience.,1
The atmosphere was great with a lovely duo of violinists playing songs we requested.,1
"I personally love the hummus, pita, baklava, falafels and Baba Ganoush (it's amazing what they do with eggplant!).",1
"Very convenient, since we were staying at the MGM!",1
The owners are super friendly and the staff is courteous.,1
Both great!,1
Eclectic selection.,1
The sweet potato tots were good but the onion rings were perfection or as close as I have had.,1
The staff was very attentive.,1
And the chef was generous with his time (even came around twice so we can take pictures with him).,1
"The owner used to work at Nobu, so this place is really similar for half the price.",1
I promise they won't disappoint.,1
What a great double cheeseburger!,1
Awesome service and food.,1
A fantastic neighborhood gem !!!,1
I can't wait to go back.,1
It's a great place and I highly recommend it.,1
"I gave it 5 stars then, and I'm giving it 5 stars now.",1
Dessert: Panna Cotta was amazing.,1
"Very good food, great atmosphere.1",1
Damn good steak.,1
"Prices are very reasonable, flavors are spot on, the sauce is home made, and the slaw is not drenched in mayo.",1
"The decor is nice, and the piano music soundtrack is pleasant.",1
The steak was amazing...rge fillet relleno was the best seafood plate i have ever had!,1
"Good food , good service .",1
It was absolutely amazing.,1
will definitely be back!,1
The sergeant pepper beef sandwich with auju sauce is an excellent sandwich as well.,1
"Hawaiian Breeze, Mango Magic, and Pineapple Delight are the smoothies that I've tried so far and they're all good.",1
Have been going since 2007 and every meal has been awesome!!,1
Our server was very nice and attentive as were the other serving staff.,1
The cashier was friendly and even brought the food out to me.,1
The atmosphere here is fun.,1
"Service is quick and even ""to go"" orders are just like we like it!",1
"That said, our mouths and bellies were still quite pleased.",1
2 Thumbs Up!!,1
"I loved the grilled pizza, reminded me of legit Italian pizza.",1
Only Pros : Large seating area/ Nice bar area/ Great simple drink menu/ The BEST brick oven pizza with homemade dough!,1
They have a really nice atmosphere.,1
"After one bite, I was hooked.",1
"Cute, quaint, simple, honest.",1
The chicken was deliciously seasoned and had the perfect fry on the outside and moist chicken on the inside.,1
"The food was great as always, compliments to the chef.",1
Special thanks to Dylan T. for the recommendation on what to order :) All yummy for my tummy.,1
Awesome selection of beer.,1
Great food and awesome service!,1
"One nice thing was that they added gratuity on the bill since our party was larger than 6 or 8, and they didn't expect more tip than that.",1
The Han Nan Chicken was also very tasty.,1
"As for the service, I thought it was good.",1
Nicest Chinese restaurant I've been in a while.,1
"Overall, I like there food and the service.",1
They also now serve Indian naan bread with hummus and some spicy pine nut sauce that was out of this world.,1
"Try them in the airport to experience some tasty food and speedy, friendly service.",1
I love the decor with the Chinese calligraphy wall paper.,1
Never had anything to complain about here.,1
The restaurant is very clean and has a family restaurant feel to it.,1
There was a warm feeling with the service and I felt like their guest for a special treat.,1
An extensive menu provides lots of options for breakfast.,1
"I always order from the vegetarian menu during dinner, which has a wide array of options to choose from.",1
Wonderful lil tapas and the ambience made me feel all warm and fuzzy inside.,1
"I got to enjoy the seafood salad, with a fabulous vinegrette.",1
"The wontons were thin, not thick and chewy, almost melt in your mouth.",1
"Level 5 spicy was perfect, where spice didn't over-whelm the soup.",1
We were sat right on time and our server from the get go was FANTASTIC!,1
"When I'm on this side of town, this will definitely be a spot I'll hit up again!",1
This is a GREAT place to eat!,1
The jalapeno bacon is soooo good.,1
"Food was good, service was good, Prices were good.",1
"I'm so happy to be here!!!""",1
One of the few places in Phoenix that I would definately go back to again .,1
The block was amazing.,1
"It's close to my house, it's low-key, non-fancy, affordable prices, good food.",1
* Both the Hot & Sour & the Egg Flower Soups were absolutely 5 Stars!,1
Great time - family dinner on a Sunday night.,1
The flair bartenders are absolutely amazing!,1
These were so good we ordered them twice.,1
I had a pretty satifying experience.,1
Join the club and get awesome offers via email.,1
"Perfect for someone (me) who only likes beer ice cold, or in this case, even colder.",1
The nachos are a MUST HAVE!,1
"I don't have very many words to say about this place, but it does everything pretty well.",1
"The staff is super nice and very quick even with the crazy crowds of the downtown juries, lawyers, and court staff.",1
